season,matchid,player,playerid,eventtype,minute,team
2020-2021,0cd189c5,Tomáš Souček,6613c819,goal,86,a
2020-2021,0ae3a66d,Anthony Martial,8b788c01,goal,40,h
2020-2021,0ae3a66d,Bruno Fernandes,507c7bdf,penalty_goal,61,h
2020-2021,0ae3a66d,Bertrand Traoré,c47541e0,goal,58,a
2020-2021,93463aad,Harry Kane,21a66f6a,penalty_goal,29,h
2020-2021,93463aad,Son Heung-min,92e7e919,goal,43,h
2020-2021,93463aad,Toby Alderweireld,f7d50789,goal,50,h
2020-2021,93463aad,Matt Doherty,d557d734,yellow_red_card,90+2,h
2020-2021,84a373f5,Jeffrey Schlupp,3312f911,goal,4,h
2020-2021,84a373f5,Eberechi Eze,ae4fc6a4,goal,45+6,h
2020-2021,abeb80b7,Aaron Connolly,27c01749,goal,13,h
2020-2021,abeb80b7,Neal Maupay,4bcf39f6,penalty_goal,46,h
2020-2021,abeb80b7,Lewis Dunk,282f75f3,goal,70,h
2020-2021,abeb80b7,Romain Saïss,9fbbcf39,goal,19,a
2020-2021,abeb80b7,Dan Burn,b2d31e83,own_goal,34,a
2020-2021,abeb80b7,Rúben Neves,44bfb6c5,penalty_goal,44,a
2020-2021,a56531b0,Kieran Tierney,fce2302c,goal,23,a
2020-2021,a56531b0,Bukayo Saka,bc7dc64d,goal,28,a
2020-2021,a56531b0,Alexandre Lacazette,9dbb75ca,goal,60,a
2020-2021,a56531b0,Alexandre Lacazette,9dbb75ca,goal,64,a
2020-2021,4c205b24,Andy Carroll,b581987a,goal,82,h
2020-2021,4c205b24,James Maddison,ee38d9c5,goal,55,a
2020-2021,4c205b24,Youri Tielemans,56f7a928,goal,72,a
2020-2021,85507602,Callum Hudson-Odoi,15f3ec41,goal,90+2,h
2020-2021,85507602,İlkay Gündoğan,819b3158,goal,18,a
2020-2021,85507602,Phil Foden,ed1e53f3,goal,21,a
2020-2021,85507602,Kevin De Bruyne,e46012d4,goal,34,a
2020-2021,d0482032,Danny Ings,07802f7f,goal,2,h
2020-2021,18ccfdb9,Billy Sharp,e8c9f4e9,penalty_goal,73,h
2020-2021,18ccfdb9,Ryan Fraser,d56543a0,yellow_red_card,45,a
2020-2021,2c8aa556,Paul Pogba,867239d3,goal,71,a
2020-2021,8cbb9119,Rúben Neves,44bfb6c5,goal,14,h
2020-2021,8cbb9119,Alex Iwobi,6ca5ec4b,goal,6,a
2020-2021,8cbb9119,Michael Keane,c5b7c315,goal,77,a
2020-2021,9926f1f0,Phil Foden,ed1e53f3,goal,44,h
2020-2021,fcad17a1,Harry Kane,21a66f6a,goal,25,h
2020-2021,fcad17a1,Ivan Cavaleiro,979b811d,goal,74,a
2020-2021,93420516,Fábio Silva,e7aa9d7c,goal,38,h
2020-2021,93420516,Willy Boly,a4ac4b8f,goal,43,h
2020-2021,93420516,Matheus Pereira,b04ee927,penalty_goal,8,a
2020-2021,93420516,Semi Ajayi,d6192210,goal,52,a
2020-2021,93420516,Matheus Pereira,b04ee927,penalty_goal,56,a
2020-2021,ade7aac2,Neal Maupay,4bcf39f6,goal,17,a
2020-2021,1b06e352,Michail Antonio,ac05f970,goal,9,h
2020-2021,714c642d,Antonee Robinson,289601e6,red_card,44,h
2020-2021,714c642d,Mason Mount,9674002f,goal,78,a
2020-2021,85d4ec49,James Maddison,ee38d9c5,goal,37,h
2020-2021,85d4ec49,Harvey Barnes,3ea50f67,goal,90+5,h
2020-2021,c52b1c4f,David McGoldrick,dbe56a33,goal,59,h
2020-2021,c52b1c4f,Serge Aurier,5c2b4f07,goal,5,a
2020-2021,c52b1c4f,Harry Kane,21a66f6a,goal,40,a
2020-2021,c52b1c4f,Tanguy Ndombele,5cdddffa,goal,62,a
2020-2021,15d2f67c,John Stones,5eecec3d,goal,26,h
2020-2021,15d2f67c,İlkay Gündoğan,819b3158,goal,56,h
2020-2021,15d2f67c,John Stones,5eecec3d,goal,68,h
2020-2021,15d2f67c,Raheem Sterling,b400bde0,goal,88,h
2020-2021,620df215,Pierre-Emerick Aubameyang,d5dd5f1f,goal,50,h
2020-2021,620df215,Bukayo Saka,bc7dc64d,goal,60,h
2020-2021,620df215,Pierre-Emerick Aubameyang,d5dd5f1f,goal,77,h
2020-2021,42daddbb,Jarrod Bowen,79c84d1c,goal,45+1,h
2020-2021,42daddbb,Michail Antonio,ac05f970,goal,66,h
2020-2021,42daddbb,Matheus Pereira,b04ee927,goal,51,a
2020-2021,8467b110,Wilfred Ndidi,6b47c5db,goal,6,h
2020-2021,8467b110,James Maddison,ee38d9c5,goal,41,h
2020-2021,c9710420,Bernardo Silva,3eb22ec9,goal,79,h
2020-2021,c9710420,İlkay Gündoğan,819b3158,penalty_goal,90,h
2020-2021,2a3855db,Ademola Lookman,7c104bb7,goal,5,h
2020-2021,2a3855db,Edinson Cavani,527f063d,goal,21,a
2020-2021,2a3855db,Paul Pogba,867239d3,goal,65,a
2020-2021,787d11cc,Ashley Barnes,2691c772,penalty_goal,83,a
2020-2021,b2143993,Ollie Watkins,aed3a70f,goal,13,h
2020-2021,b2143993,Bertrand Traoré,c47541e0,goal,42,h
2020-2021,831d8a36,Miguel Almirón,862a1c15,goal,57,h
2020-2021,831d8a36,Raphael Dias Belloli,3423f250,goal,17,a
2020-2021,831d8a36,Jack Harrison,aa849a12,goal,61,a
2020-2021,aab6365d,Wilfried Zaha,b2bc3b1f,goal,3,h
2020-2021,aab6365d,Michy Batshuayi,2973d8ff,goal,90+7,h
2020-2021,aab6365d,Tomáš Souček,6613c819,goal,9,a
2020-2021,aab6365d,Tomáš Souček,6613c819,goal,25,a
2020-2021,aab6365d,Craig Dawson,3e9e06cb,goal,65,a
2020-2021,83f7b656,İlkay Gündoğan,819b3158,goal,6,a
2020-2021,83f7b656,João Cancelo,bd6351cd,goal,20,a
2020-2021,83f7b656,İlkay Gündoğan,819b3158,goal,30,a
2020-2021,83f7b656,Riyad Mahrez,892d5bb1,goal,45+2,a
2020-2021,83f7b656,Raheem Sterling,b400bde0,goal,57,a
2020-2021,ac54f8a6,Stuart Armstrong,97333cf5,goal,3,h
2020-2021,ac54f8a6,Nicolas Pépé,57e3f0c7,goal,8,a
2020-2021,ac54f8a6,Bukayo Saka,bc7dc64d,goal,39,a
2020-2021,ac54f8a6,Alexandre Lacazette,9dbb75ca,goal,72,a
2020-2021,f45d57b7,Ben Mee,8df7a2fb,goal,52,h
2020-2021,f45d57b7,Dwight McNeil,fc15fb84,goal,76,h
2020-2021,f45d57b7,Chris Wood,4e9a0555,goal,79,h
2020-2021,f45d57b7,Ollie Watkins,aed3a70f,goal,14,a
2020-2021,f45d57b7,Jack Grealish,b0b4fd3e,goal,68,a
2020-2021,6e963555,Harry Maguire,d8931174,goal,64,h
2020-2021,6e963555,Kean Bryan,c684d3c9,goal,23,a
2020-2021,6e963555,Oliver Burke,f631c17f,goal,74,a
2020-2021,3e4ff1e0,James Rodríguez,715bf047,goal,30,h
2020-2021,3e4ff1e0,Youri Tielemans,56f7a928,goal,67,a
2020-2021,17bac3d1,Pierre Højbjerg,8b04d6c1,goal,49,h
2020-2021,17bac3d1,Roberto Firmino,4c370d81,goal,45+4,a
2020-2021,17bac3d1,Trent Alexander-Arnold,cd1acf9d,goal,47,a
2020-2021,17bac3d1,Sadio Mané,c691bfe2,goal,65,a
2020-2021,88053fb0,Callum Wilson,c596fcb0,goal,73,a
2020-2021,88053fb0,Callum Wilson,c596fcb0,goal,90+3,a
2020-2021,150c80d7,Gabriel Jesus,b66315ae,goal,9,h
2020-2021,d1517c30,Kyle Bartley,18e96f64,goal,47,h
2020-2021,d1517c30,Matheus Pereira,b04ee927,goal,66,h
2020-2021,d1517c30,Bobby Reid,0f7533cd,goal,10,a
2020-2021,d1517c30,Ivan Cavaleiro,979b811d,goal,77,a
2020-2021,111bd050,Eberechi Eze,ae4fc6a4,goal,60,h
2020-2021,10d13e5b,Ross Barkley,3a24769f,goal,41,a
2020-2021,3372f3f3,César Azpilicueta,53cad200,goal,40,h
2020-2021,3372f3f3,Marcos Alonso,f4290206,goal,84,h
2020-2021,e5e46ead,Harvey Barnes,3ea50f67,goal,13,h
2020-2021,e5e46ead,Stuart Dallas,67ca8566,goal,15,a
2020-2021,e5e46ead,Patrick Bamford,93feac6e,goal,70,a
2020-2021,e5e46ead,Jack Harrison,aa849a12,goal,84,a
2020-2021,3de3a736,Craig Dawson,3e9e06cb,goal,87,h
2020-2021,3de3a736,Mohamed Salah,e342ad68,goal,57,a
2020-2021,3de3a736,Mohamed Salah,e342ad68,goal,68,a
2020-2021,3de3a736,Georginio Wijnaldum,eb58eef0,goal,84,a
2020-2021,4663c253,Leandro Trossard,38ceb24a,goal,17,h
2020-2021,2d3d863d,Jayden Bogle,ae5019e6,goal,56,h
2020-2021,2d3d863d,Billy Sharp,e8c9f4e9,goal,73,h
2020-2021,2d3d863d,Matt Phillips,7bb5f40e,goal,41,a
2020-2021,558fa672,Rúben Neves,44bfb6c5,penalty_goal,45+5,h
2020-2021,558fa672,João Moutinho,f5a00fa4,goal,49,h
2020-2021,558fa672,Nicolas Pépé,57e3f0c7,goal,32,a
2020-2021,558fa672,David Luiz,c0e27d1a,red_card,45+3,a
2020-2021,558fa672,Bernd Leno,2628fd2b,red_card,72,a
2020-2021,ca8297c0,Jonjo Shelvey,3727dd3c,goal,2,h
2020-2021,ca8297c0,Jaïro Riedewald,7a1f2c08,goal,21,a
2020-2021,ca8297c0,Gary Cahill,7914b9fe,goal,25,a
2020-2021,37a9f2fd,Aaron Wan-Bissaka,9e525177,goal,18,h
2020-2021,37a9f2fd,Marcus Rashford,a1d5bd30,goal,25,h
2020-2021,37a9f2fd,Jan Bednarek,4115ce4e,own_goal,34,h
2020-2021,37a9f2fd,Edinson Cavani,527f063d,goal,39,h
2020-2021,37a9f2fd,Anthony Martial,8b788c01,goal,69,h
2020-2021,37a9f2fd,Scott McTominay,d93c2511,goal,71,h
2020-2021,37a9f2fd,Bruno Fernandes,507c7bdf,penalty_goal,87,h
2020-2021,37a9f2fd,Anthony Martial,8b788c01,goal,90,h
2020-2021,37a9f2fd,Daniel James,c931d9f9,goal,90+3,h
2020-2021,37a9f2fd,Alexandre Jankewitz,7c39363f,red_card,2,a
2020-2021,37a9f2fd,Jan Bednarek,4115ce4e,red_card,86,a
2020-2021,a05d7ae7,Gabriel Jesus,b66315ae,goal,3,a
2020-2021,a05d7ae7,Raheem Sterling,b400bde0,goal,38,a
2020-2021,bd0673ed,Kelechi Iheanacho,c92e1a31,goal,17,a
2020-2021,bd0673ed,James Justin,fb614c44,goal,44,a
2020-2021,d9b96ee1,Raphael Dias Belloli,3423f250,goal,48,h
2020-2021,d9b96ee1,Gylfi Sigurðsson,76dd1480,goal,9,a
2020-2021,d9b96ee1,Dominic Calvert-Lewin,59e6e5bf,goal,41,a
2020-2021,314c860f,Steven Alzate,ad1f61f3,goal,56,a
2020-2021,8f9d1856,Ollie Watkins,aed3a70f,goal,81,h
2020-2021,8f9d1856,Tomáš Souček,6613c819,goal,51,a
2020-2021,8f9d1856,Jesse Lingard,810e3c74,goal,56,a
2020-2021,8f9d1856,Jesse Lingard,810e3c74,goal,83,a
2020-2021,7d98a679,Jorginho,45db685d,penalty_goal,24,a
2020-2021,224bcfc4,Ollie Watkins,aed3a70f,goal,2,h
2020-2021,4400251e,Jóhann Berg Guðmundsson,f72293fc,goal,53,h
2020-2021,4400251e,Lewis Dunk,282f75f3,goal,36,a
2020-2021,5313627a,Joe Willock,a3b03921,goal,16,h
2020-2021,5313627a,Miguel Almirón,862a1c15,goal,26,h
2020-2021,5313627a,Miguel Almirón,862a1c15,goal,45+4,h
2020-2021,5313627a,Jeff Hendrick,989d5705,yellow_red_card,50,h
2020-2021,5313627a,Takumi Minamino,f833a830,goal,30,a
2020-2021,5313627a,James Ward-Prowse,3515d404,goal,48,a
2020-2021,d18e21ab,Tomáš Souček,6613c819,red_card,90+7,a
2020-2021,6504b158,Edinson Cavani,527f063d,goal,24,h
2020-2021,6504b158,Bruno Fernandes,507c7bdf,goal,45,h
2020-2021,6504b158,Scott McTominay,d93c2511,goal,70,h
2020-2021,6504b158,Abdoulaye Doucouré,02b29014,goal,49,a
2020-2021,6504b158,James Rodríguez,715bf047,goal,52,a
2020-2021,6504b158,Dominic Calvert-Lewin,59e6e5bf,goal,90+5,a
2020-2021,4a652b81,Harry Kane,21a66f6a,goal,54,h
2020-2021,4a652b81,Son Heung-min,92e7e919,goal,58,h
2020-2021,e044d71d,Mohamed Salah,e342ad68,penalty_goal,63,h
2020-2021,e044d71d,İlkay Gündoğan,819b3158,goal,49,a
2020-2021,e044d71d,İlkay Gündoğan,819b3158,goal,73,a
2020-2021,e044d71d,Raheem Sterling,b400bde0,goal,76,a
2020-2021,e044d71d,Phil Foden,ed1e53f3,goal,83,a
2020-2021,d3467620,Antonio Rüdiger,18b896d6,own_goal,54,h
2020-2021,d3467620,Mason Mount,9674002f,goal,43,a
2020-2021,d3467620,Jorginho,45db685d,penalty_goal,58,a
2020-2021,ff2cee2b,Jack Harrison,aa849a12,goal,3,h
2020-2021,ff2cee2b,Patrick Bamford,93feac6e,goal,52,h
2020-2021,666f6961,James Maddison,ee38d9c5,goal,78,h
2020-2021,666f6961,Jamie Vardy,45963054,goal,81,h
2020-2021,666f6961,Harvey Barnes,3ea50f67,goal,85,h
2020-2021,666f6961,Mohamed Salah,e342ad68,goal,67,a
2020-2021,34a4b546,Jóhann Berg Guðmundsson,f72293fc,goal,5,a
2020-2021,34a4b546,Jay Rodriguez,4ab53cdb,goal,10,a
2020-2021,34a4b546,Matthew Lowton,9a9c05db,goal,47,a
2020-2021,5d0cd646,Rodri,6434f10d,penalty_goal,23,h
2020-2021,5d0cd646,İlkay Gündoğan,819b3158,goal,50,h
2020-2021,5d0cd646,İlkay Gündoğan,819b3158,goal,66,h
2020-2021,34682a95,Danny Ings,07802f7f,goal,25,h
2020-2021,34682a95,Rúben Neves,44bfb6c5,penalty_goal,53,a
2020-2021,34682a95,Pedro Neto,7ba2eaa9,goal,66,a
2020-2021,80124feb,Mbaye Diagne,dda3969e,goal,2,h
2020-2021,80124feb,Bruno Fernandes,507c7bdf,goal,44,a
2020-2021,85624e5e,Pierre-Emerick Aubameyang,d5dd5f1f,goal,13,h
2020-2021,85624e5e,Pierre-Emerick Aubameyang,d5dd5f1f,penalty_goal,41,h
2020-2021,85624e5e,Héctor Bellerín,f874dd44,goal,45,h
2020-2021,85624e5e,Pierre-Emerick Aubameyang,d5dd5f1f,goal,47,h
2020-2021,85624e5e,Pascal Struijk,f4d296e4,goal,58,a
2020-2021,85624e5e,Hélder Costa,f13d02a6,goal,69,a
2020-2021,46f84386,Josh Maja,bc0bfc64,goal,48,a
2020-2021,46f84386,Josh Maja,bc0bfc64,goal,65,a
2020-2021,d6167896,Declan Rice,1c7012b8,penalty_goal,41,h
2020-2021,d6167896,Issa Diop,a712ca2b,goal,58,h
2020-2021,d6167896,Ryan Fredericks,c067631c,goal,90+6,h
2020-2021,dd033287,Olivier Giroud,16ceb862,goal,31,h
2020-2021,dd033287,Timo Werner,49fe9070,goal,39,h
2020-2021,6285d050,Ashley Barnes,2691c772,goal,52,h
2020-2021,6285d050,Ola Aina,246d153b,goal,49,a
2020-2021,78270b8a,Richarlison,fa031b34,goal,37,h
2020-2021,78270b8a,Phil Foden,ed1e53f3,goal,32,a
2020-2021,78270b8a,Riyad Mahrez,892d5bb1,goal,63,a
2020-2021,78270b8a,Bernardo Silva,3eb22ec9,goal,77,a
2020-2021,ae2d6f15,Illan Meslier,6b625ac2,own_goal,64,h
2020-2021,9e4c8c99,Takumi Minamino,f833a830,goal,33,h
2020-2021,9e4c8c99,Mason Mount,9674002f,penalty_goal,54,a
2020-2021,072e8501,Semi Ajayi,d6192210,red_card,30,a
2020-2021,e4ac45fb,Richarlison,fa031b34,goal,3,a
2020-2021,e4ac45fb,Gylfi Sigurðsson,76dd1480,penalty_goal,83,a
2020-2021,b1892d66,Ademola Lookman,7c104bb7,goal,61,h
2020-2021,59222b5f,Michail Antonio,ac05f970,goal,5,h
2020-2021,59222b5f,Jesse Lingard,810e3c74,goal,47,h
2020-2021,59222b5f,Lucas Moura,2b622f01,goal,64,a
2020-2021,2c6f8c0e,Bertrand Traoré,c47541e0,goal,48,h
2020-2021,2c6f8c0e,James Maddison,ee38d9c5,goal,19,a
2020-2021,2c6f8c0e,Harvey Barnes,3ea50f67,goal,23,a
2020-2021,2dedf408,Raheem Sterling,b400bde0,goal,2,a
2020-2021,401e0d48,Marcus Rashford,a1d5bd30,goal,30,h
2020-2021,401e0d48,Daniel James,c931d9f9,goal,57,h
2020-2021,401e0d48,Bruno Fernandes,507c7bdf,penalty_goal,75,h
2020-2021,401e0d48,Allan Saint-Maximin,2b16cb1a,goal,36,a
2020-2021,86f378b6,Joël Veltman,dad4b285,goal,55,h
2020-2021,86f378b6,Jean-Philippe Mateta,50e6dc35,goal,28,a
2020-2021,86f378b6,Christian Benteke,ab070c55,goal,90+5,a
2020-2021,6a198933,Patrick Bamford,93feac6e,goal,47,h
2020-2021,6a198933,Stuart Dallas,67ca8566,goal,78,h
2020-2021,6a198933,Raphael Dias Belloli,3423f250,goal,84,h
2020-2021,6faa8392,Rúben Dias,31c69ef1,goal,30,h
2020-2021,6faa8392,John Stones,5eecec3d,goal,68,h
2020-2021,6faa8392,Michail Antonio,ac05f970,goal,43,a
2020-2021,ff18265a,Kyle Bartley,18e96f64,goal,11,h
2020-2021,70056c3b,Anwar El Ghazi,ffa90327,goal,5,a
2020-2021,99e5e3dc,Jamaal Lascelles,450ab6fc,goal,52,h
2020-2021,99e5e3dc,Rúben Neves,44bfb6c5,goal,73,a
2020-2021,88b309f1,Youri Tielemans,56f7a928,goal,6,h
2020-2021,88b309f1,David Luiz,c0e27d1a,goal,39,a
2020-2021,88b309f1,Alexandre Lacazette,9dbb75ca,penalty_goal,45+2,a
2020-2021,88b309f1,Nicolas Pépé,57e3f0c7,goal,52,a
2020-2021,d28c364e,Gareth Bale,a58bb1e1,goal,2,h
2020-2021,d28c364e,Harry Kane,21a66f6a,goal,15,h
2020-2021,d28c364e,Lucas Moura,2b622f01,goal,31,h
2020-2021,d28c364e,Gareth Bale,a58bb1e1,goal,55,h
2020-2021,3826d9aa,Curtis Jones,4fb9c88f,goal,48,a
2020-2021,3826d9aa,Kean Bryan,c684d3c9,own_goal,64,a
2020-2021,a81e1c82,Richarlison,fa031b34,goal,9,h
2020-2021,7145e0a8,Leander Dendoncker,5a7301ae,own_goal,15,h
2020-2021,7145e0a8,Gabriel Jesus,b66315ae,goal,80,h
2020-2021,7145e0a8,Riyad Mahrez,892d5bb1,goal,90,h
2020-2021,7145e0a8,Gabriel Jesus,b66315ae,goal,90+3,h
2020-2021,7145e0a8,Conor Coady,2928dca2,goal,61,a
2020-2021,3a9c1c4d,David McGoldrick,dbe56a33,goal,30,h
2020-2021,3a9c1c4d,Phil Jagielka,3233eefd,red_card,57,h
2020-2021,5e1c69aa,Matěj Vydra,0d4ceb32,goal,4,h
2020-2021,5e1c69aa,Kelechi Iheanacho,c92e1a31,goal,34,a
2020-2021,ee055741,Richarlison,fa031b34,goal,65,a
2020-2021,44b3d20c,Tosin Adarabioyo,c81d773d,own_goal,19,a
2020-2021,86920e88,Mason Mount,9674002f,goal,42,a
2020-2021,db9a5ac8,Chris Wood,4e9a0555,goal,39,h
2020-2021,db9a5ac8,Pierre-Emerick Aubameyang,d5dd5f1f,goal,6,a
2020-2021,9d08bb4e,James Ward-Prowse,3515d404,penalty_goal,32,a
2020-2021,9d08bb4e,Che Adams,f2bf1b0f,goal,49,a
2020-2021,6fc64077,Adam Lallana,99813635,goal,10,h
2020-2021,6fc64077,Kelechi Iheanacho,c92e1a31,goal,62,a
2020-2021,6fc64077,Daniel Amartey,1a4ef233,goal,87,a
2020-2021,5826a836,Mario Lemina,2b471f99,goal,45,a
2020-2021,28ebbc70,Bruno Fernandes,507c7bdf,penalty_goal,2,a
2020-2021,28ebbc70,Luke Shaw,9c94165b,goal,50,a
2020-2021,330fc75f,Gareth Bale,a58bb1e1,goal,25,h
2020-2021,330fc75f,Gareth Bale,a58bb1e1,goal,49,h
2020-2021,330fc75f,Harry Kane,21a66f6a,goal,52,h
2020-2021,330fc75f,Harry Kane,21a66f6a,goal,76,h
2020-2021,330fc75f,Christian Benteke,ab070c55,goal,45+1,a
2020-2021,7e4a240e,Ben Godfrey,9f7c837d,own_goal,31,h
2020-2021,7e4a240e,Jorginho,45db685d,penalty_goal,65,h
2020-2021,c3b4d1ba,Jesse Lingard,810e3c74,goal,21,h
2020-2021,c3b4d1ba,Craig Dawson,3e9e06cb,goal,28,h
2020-2021,ba04db4f,Kevin De Bruyne,e46012d4,goal,15,h
2020-2021,ba04db4f,Riyad Mahrez,892d5bb1,goal,40,h
2020-2021,ba04db4f,İlkay Gündoğan,819b3158,goal,45+3,h
2020-2021,ba04db4f,Riyad Mahrez,892d5bb1,goal,55,h
2020-2021,ba04db4f,Kevin De Bruyne,e46012d4,goal,59,h
2020-2021,ba04db4f,James Ward-Prowse,3515d404,penalty_goal,25,a
2020-2021,ba04db4f,Che Adams,f2bf1b0f,goal,56,a
2020-2021,5ac8e391,Jamaal Lascelles,450ab6fc,goal,90+4,h
2020-2021,5ac8e391,Ciaran Clark,2b91cf8e,own_goal,86,a
2020-2021,29954372,Luka Milivojević,2ce2508a,penalty_goal,37,h
2020-2021,91cce376,Dominic Calvert-Lewin,59e6e5bf,goal,32,h
2020-2021,91cce376,Chris Wood,4e9a0555,goal,13,a
2020-2021,91cce376,Dwight McNeil,fc15fb84,goal,24,a
2020-2021,279b0eb5,John Stones,5eecec3d,goal,47,a
2020-2021,279b0eb5,Gabriel Jesus,b66315ae,goal,56,a
2020-2021,279b0eb5,Sergio Agüero,4d034881,penalty_goal,60,a
2020-2021,b40eb9c6,Che Adams,f2bf1b0f,goal,27,h
2020-2021,b40eb9c6,Lewis Dunk,282f75f3,goal,16,a
2020-2021,b40eb9c6,Leandro Trossard,38ceb24a,goal,56,a
2020-2021,d3bc5214,Kelechi Iheanacho,c92e1a31,goal,39,h
2020-2021,d3bc5214,Ayoze Pérez,819aa8e7,goal,64,h
2020-2021,d3bc5214,Kelechi Iheanacho,c92e1a31,goal,69,h
2020-2021,d3bc5214,Kelechi Iheanacho,c92e1a31,goal,78,h
2020-2021,d3bc5214,Ethan Ampadu,10b9fa99,own_goal,80,h
2020-2021,127b8258,Martin Ødegaard,79300479,goal,44,h
2020-2021,127b8258,Alexandre Lacazette,9dbb75ca,penalty_goal,64,h
2020-2021,127b8258,Érik Lamela,abe66106,goal,33,a
2020-2021,127b8258,Érik Lamela,abe66106,yellow_red_card,76,a
2020-2021,05c95367,Craig Dawson,3e9e06cb,own_goal,53,h
2019-2020,928467bd,Grant Hanley,e9254eec,own_goal,7,h
2019-2020,928467bd,Mohamed Salah,e342ad68,goal,19,h
2019-2020,928467bd,Virgil van Dijk,e06683ca,goal,28,h
2019-2020,928467bd,Divock Origi,43a166b4,goal,42,h
2019-2020,928467bd,Teemu Pukki,0745b37d,goal,64,a
2019-2020,71c8a43e,Gabriel Jesus,b66315ae,goal,25,a
2019-2020,71c8a43e,Raheem Sterling,b400bde0,goal,51,a
2019-2020,71c8a43e,Raheem Sterling,b400bde0,goal,75,a
2019-2020,71c8a43e,Sergio Agüero,4d034881,penalty_goal,86,a
2019-2020,71c8a43e,Raheem Sterling,b400bde0,goal,90+1,a
2019-2020,34b99058,Ashley Barnes,2691c772,goal,63,h
2019-2020,34b99058,Ashley Barnes,2691c772,goal,70,h
2019-2020,34b99058,Jóhann Berg Guðmundsson,f72293fc,goal,75,h
2019-2020,38111659,Abdoulaye Doucouré,02b29014,own_goal,28,a
2019-2020,38111659,Florin Andone,dc008610,goal,65,a
2019-2020,38111659,Neal Maupay,4bcf39f6,goal,77,a
2019-2020,d402cacd,Chris Mepham,fed96827,goal,62,h
2019-2020,d402cacd,Billy Sharp,e8c9f4e9,goal,88,a
2019-2020,a802f51e,Morgan Schneiderlin,51b41c5c,yellow_red_card,76,a
2019-2020,404ee5d3,Tanguy Ndombele,5cdddffa,goal,73,h
2019-2020,404ee5d3,Harry Kane,21a66f6a,goal,86,h
2019-2020,404ee5d3,Harry Kane,21a66f6a,goal,90,h
2019-2020,404ee5d3,John McGinn,90f91999,goal,9,a
2019-2020,1405a610,Pierre-Emerick Aubameyang,d5dd5f1f,goal,58,a
2019-2020,d0583d0d,Marcus Rashford,a1d5bd30,penalty_goal,18,h
2019-2020,d0583d0d,Anthony Martial,8b788c01,goal,65,h
2019-2020,d0583d0d,Marcus Rashford,a1d5bd30,goal,67,h
2019-2020,d0583d0d,Daniel James,c931d9f9,goal,81,h
2019-2020,ff7eda21,Alexandre Lacazette,9dbb75ca,goal,13,h
2019-2020,ff7eda21,Pierre-Emerick Aubameyang,d5dd5f1f,goal,64,h
2019-2020,ff7eda21,Ashley Barnes,2691c772,goal,43,a
2019-2020,b2a48847,Danny Ings,07802f7f,goal,83,h
2019-2020,b2a48847,Sadio Mané,c691bfe2,goal,45+1,a
2019-2020,b2a48847,Roberto Firmino,4c370d81,goal,71,a
2019-2020,3ea63f4b,Teemu Pukki,0745b37d,goal,32,h
2019-2020,3ea63f4b,Teemu Pukki,0745b37d,goal,63,h
2019-2020,3ea63f4b,Teemu Pukki,0745b37d,goal,75,h
2019-2020,3ea63f4b,Jonjo Shelvey,3727dd3c,goal,90+3,a
2019-2020,894d0ca5,Leandro Trossard,38ceb24a,goal,65,h
2019-2020,894d0ca5,Javier Hernández,189cee7b,goal,61,a
2019-2020,f35c8c3a,Bernard,ab4b3e35,goal,10,h
2019-2020,7ad0ed82,Douglas Luiz,6f7d826d,goal,71,h
2019-2020,7ad0ed82,Joshua King,43458538,penalty_goal,2,a
2019-2020,7ad0ed82,Harry Wilson,c6dc9ecd,goal,12,a
2019-2020,a4ba771e,Raheem Sterling,b400bde0,goal,20,h
2019-2020,a4ba771e,Sergio Agüero,4d034881,goal,35,h
2019-2020,a4ba771e,Érik Lamela,abe66106,goal,23,a
2019-2020,a4ba771e,Lucas Moura,2b622f01,goal,56,a
2019-2020,7ca12d31,John Lundstram,0df2b165,goal,47,h
2019-2020,aebf58b9,Mason Mount,9674002f,goal,7,h
2019-2020,aebf58b9,Wilfred Ndidi,6b47c5db,goal,67,a
2019-2020,d8a7f871,Rúben Neves,44bfb6c5,goal,55,h
2019-2020,d8a7f871,Anthony Martial,8b788c01,goal,27,a
2019-2020,3e805eff,Wesley Moraes,bfae110f,goal,21,h
2019-2020,3e805eff,Anwar El Ghazi,ffa90327,goal,90+5,h
2019-2020,4f4fd2d8,Todd Cantwell,f63d8a4b,goal,6,h
2019-2020,4f4fd2d8,Teemu Pukki,0745b37d,goal,30,h
2019-2020,4f4fd2d8,Tammy Abraham,f586779e,goal,3,a
2019-2020,4f4fd2d8,Mason Mount,9674002f,goal,17,a
2019-2020,4f4fd2d8,Tammy Abraham,f586779e,goal,68,a
2019-2020,baece203,Florin Andone,dc008610,red_card,30,h
2019-2020,baece203,Moussa Djenepo,254147d4,goal,55,a
2019-2020,baece203,Nathan Redmond,ab651565,goal,90+1,a
2019-2020,7c1c4078,Daniel James,c931d9f9,goal,89,h
2019-2020,7c1c4078,Jordan Ayew,da052c14,goal,32,a
2019-2020,7c1c4078,Patrick van Aanholt,5f09991f,goal,90+3,a
2019-2020,89fbf2a3,Andre Gray,c24dba2a,goal,17,h
2019-2020,89fbf2a3,Mark Noble,ff527768,penalty_goal,3,a
2019-2020,89fbf2a3,Sébastien Haller,ba115a40,goal,64,a
2019-2020,89fbf2a3,Sébastien Haller,ba115a40,goal,73,a
